"","subject","sentence","sentence_id","animacy","number","definiteness","tense","aspect","sentence.length","modal","be.have","response"
"1174","dolphin","The dolphin lives in the sea.",2888,"animate","singular","definite","present","simple",4,"no","no","generic"
"1175","squirrel","The squirrel hit the nut.",2891,"animate","singular","definite","past","simple",3,"no","no","non.generic"
"1176","owl","The owls wake up at night.",2898,"animate","plural","definite","present","simple",4,"no","no","generic"
"1177","elephant","Elephants never forget.",2900,"animate","plural","indefinite","present","simple",2,"no","no","generic"
"1178","shirt","A shirt is needed to eat there.",2901,"inanimate","singular","indefinite","present","simple",5,"no","no","non.generic"
"1179","dog","The dog chased the cat.",2912,"animate","singular","definite","past","simple",3,"no","no","non.generic"
"1180","bed","Beds need to be made.",2914,"inanimate","plural","indefinite","present","simple",4,"no","no","generic"
"1181","computer","Computers need to be updated.",2916,"inanimate","plural","indefinite","present","simple",4,"no","no","generic"
"1182","butterfly","A butterfly landed on her nose.",2922,"animate","singular","indefinite","past","simple",4,"no","no","non.generic"
"1183","gorilla","Gorillas live in the jungle.",2923,"animate","plural","indefinite","present","simple",4,"no","no","generic"
"1184","trumpet","The trumpet wailed loudly.",2933,"inanimate","singular","definite","past","simple",2,"no","no","non.generic"
"1185","chair","Chairs need to be stacked.",2939,"inanimate","plural","indefinite","present","simple",4,"no","no","non.generic"
"1186","rabbit","The rabbit went to the tea party.",2940,"animate","singular","definite","past","simple",5,"no","no","non.generic"
"1187","tire","A tire ran over a nail.",2944,"inanimate","singular","indefinite","past","simple",4,"no","no","non.generic"
"1188","light bulb","The light bulb just blew out.",2946,"inanimate","singular","definite","past","simple",3,"no","no","non.generic"
"1189","cow","A cow mooed.",2947,"animate","singular","indefinite","past","simple",1,"no","no","non.generic"
"1190","dolphin","Dolphins live in the ocean.",2948,"animate","plural","indefinite","present","simple",4,"no","no","generic"
"1191","couch","The couches need to be shampooed. ",2950,"inanimate","plural","definite","present","simple",4,"no","no","non.generic"
"1192","skunk","A skunk lives under our porch.",2952,"animate","singular","indefinite","present","simple",4,"no","no","non.generic"
"1193","piano","The pianos need to be tuned.",2953,"inanimate","plural","definite","present","simple",4,"no","no","non.generic"
"1194","marble","Marbles roll easily",2954,"inanimate","plural","indefinite","present","simple",2,"no","no","generic"
"1195","kite","A kite flew high",2956,"inanimate","singular","indefinite","past","simple",2,"no","no","non.generic"
"1196","car","The cars collided",2957,"inanimate","plural","definite","past","simple",1,"no","no","non.generic"
"1197","pigeon","The pigeons pooped ",2960,"animate","plural","definite","past","simple",1,"no","no","non.generic"
"1198","panda","A panda ate bamboo",2961,"animate","singular","indefinite","past","simple",2,"no","no","non.generic"
"1199","trumpet","A trumpet blasted",2962,"inanimate","singular","indefinite","past","simple",1,"no","no","non.generic"
"1200","cow","The cow mooed",2963,"animate","singular","definite","past","simple",1,"no","no","non.generic"
"1201","clock","Clocks melt in paintings",2965,"inanimate","plural","indefinite","present","simple",3,"no","no","generic"
"1202","camel","The camels were tired",2967,"animate","plural","definite","past","simple",2,"no","no","non.generic"
"1203","light bulb","THe light bulb shattered",2968,"inanimate","singular","definite","past","simple",1,"no","no","non.generic"
"1204","squirrel","A squirrel ate a peanut",2969,"animate","singular","indefinite","past","simple",3,"no","no","non.generic"
"1205","elephant","An elephant drank water",2970,"animate","singular","indefinite","past","simple",2,"no","no","non.generic"
"1206","turtle","The turtles swam",2971,"animate","plural","definite","past","simple",1,"no","no","non.generic"
"1207","dog","The dog barked",2974,"animate","singular","definite","past","simple",1,"no","no","non.generic"
"1208","lamp","Lamps break easily",2975,"inanimate","plural","indefinite","present","simple",2,"no","no","generic"
"1209","lion","The lion roared",2976,"animate","singular","definite","past","simple",1,"no","no","non.generic"
"1210","tire","A tire sat in the road",2977,"inanimate","singular","indefinite","past","simple",4,"no","no","non.generic"
"1211","shark","Sharks eat people",2979,"animate","plural","indefinite","present","simple",2,"no","no","generic"
"1212","cheetah","A cheetah ran across the road",2980,"animate","singular","indefinite","past","simple",4,"no","no","non.generic"
"1213","skunk","A skunk sprayed me",2981,"animate","singular","indefinite","past","simple",2,"no","no","non.generic"
"1214","penguin","Penguins wabble",2982,"animate","plural","indefinite","present","simple",1,"no","no","generic"
"1215","knife","The knife was stabbed into the victim",2983,"inanimate","singular","definite","past","simple",5,"no","no","non.generic"
"1216","rabbit","The rabbit ran away",2986,"animate","singular","definite","past","simple",2,"no","no","non.generic"
"1217","computer","A computer screen glowed",2988,"inanimate","singular","indefinite","past","simple",2,"no","no","non.generic"
"1218","kangaroo","Kangaroos kick well",2989,"animate","plural","indefinite","present","simple",2,"no","no","generic"
"1219","zipper","The zipper broke",2998,"inanimate","singular","definite","past","simple",1,"no","no","non.generic"
"1220","football","A football hit me",3000,"inanimate","singular","indefinite","past","simple",2,"no","no","non.generic"
"1221","kite","Kites flew in the clouded sky.",3002,"inanimate","plural","indefinite","past","simple",5,"no","no","non.generic"
"1222","butterfly","The butterflies flew everywhere amongst the flowers.",3006,"animate","plural","definite","past","simple",5,"no","no","non.generic"
"1223","camel","The camel started out across the desert.",3007,"animate","singular","definite","past","simple",5,"no","no","non.generic"
"1224","lamp","A lamp flickered in the corner.",3009,"inanimate","singular","indefinite","past","simple",4,"no","no","non.generic"
"1225","shark","A shark lurked among the unsuspecting swimmers.",3013,"animate","singular","indefinite","past","simple",5,"no","no","non.generic"
"1226","couch","The couches crowded the living room.",3016,"inanimate","plural","definite","past","simple",4,"no","no","non.generic"
"1227","pigeon","The pigeon sat on the telephone pole.",3017,"animate","singular","definite","past","simple",5,"no","no","generic"
"1228","skunk","The skunk ate the herbs.",3021,"animate","singular","definite","past","simple",3,"no","no","non.generic"
"1229","peacock","The peacocks paraded their glorious feathers.",3022,"animate","plural","definite","past","simple",4,"no","no","generic"
"1230","cheetah","The cheetahs ran quickly towards the gazelle. ",3026,"animate","plural","definite","past","simple",5,"no","no","non.generic"
"1231","cat","The cat sunned himself in the window.",3028,"animate","singular","definite","past","simple",5,"no","no","non.generic"
"1232","toilet","A toilet broke in the bathroom.",3029,"inanimate","singular","indefinite","past","simple",4,"no","no","non.generic"
"1233","marble","The marble rolled under the bed.",3033,"inanimate","singular","definite","past","simple",4,"no","no","non.generic"
"1234","chair","Chairs were filled at every table.",3035,"inanimate","plural","indefinite","past","simple",5,"no","no","generic"
"1235","television","The televisions all showed different sporting events.",3038,"inanimate","plural","definite","past","simple",5,"no","no","generic"
"1236","zipper","The zipper on the backpack was stuck.",3039,"inanimate","singular","definite","past","simple",5,"no","no","non.generic"
"1237","football","The footballs are shaped like olives.",3048,"inanimate","plural","definite","present","simple",4,"no","no","non.generic"
"1238","bicycle","A bicycle runs fast.",3050,"inanimate","singular","indefinite","present","simple",2,"no","no","generic"
"1239","lamp","The lamp turns on.",3053,"inanimate","singular","definite","present","simple",2,"no","no","non.generic"
"1240","fox","Foxes trot in the hole.",3054,"animate","plural","indefinite","present","simple",4,"no","no","non.generic"
"1241","rabbit","A rabbit runs fast.",3055,"animate","singular","indefinite","present","simple",2,"no","no","generic"
"1242","panda","Pandas love to eat bamboo.",3059,"animate","plural","indefinite","present","simple",4,"no","no","generic"
"1243","skunk","A skunk smells bad.",3060,"animate","singular","indefinite","present","simple",2,"no","no","generic"
"1244","toilet","Toilets are made of porcelein.",3061,"inanimate","plural","indefinite","present","simple",4,"no","no","generic"
"1245","owl","The owls go hoot.",3063,"animate","plural","definite","present","simple",2,"no","no","generic"
"1246","penguin","Penguins cannot fly.",3067,"animate","plural","indefinite","present","simple",2,"yes","no","generic"
"1247","cat","The cat runs from the dog.",3069,"animate","singular","definite","present","simple",4,"no","no","non.generic"
"1248","kite","The kite flies high.",3072,"inanimate","singular","definite","present","simple",2,"no","no","generic"
"1249","lion","A lion roars loudly.",3073,"animate","singular","indefinite","present","simple",2,"no","no","generic"
"1250","light bulb","Light bulbs go on and off.",3074,"inanimate","plural","indefinite","present","simple",4,"no","no","generic"
"1251","guitar","The guitar sounds good.",3075,"inanimate","singular","definite","present","simple",2,"no","no","non.generic"
"1252","clock","Clocks keep track of time.",3077,"inanimate","plural","indefinite","present","simple",4,"no","no","generic"
"1253","fence","A fence goes around a room.",3079,"inanimate","singular","indefinite","present","simple",4,"no","no","non.generic"
"1254","cow","""A cow goes """"moo.""""""",3080,"animate","singular","indefinite","present","simple",2,"no","no","generic"
"1255","bed","A bed gives rest.",3083,"inanimate","singular","indefinite","present","simple",2,"no","no","generic"
"1256","zipper","The zippers zip up jackets.",3086,"inanimate","plural","definite","present","simple",3,"no","no","generic"
"1257","turtle","The turtle moves slowly.",3087,"animate","singular","definite","present","simple",2,"no","no","non.generic"
"1258","cheetah","A cheetah runs fast.",3088,"animate","singular","indefinite","present","simple",2,"no","no","generic"
"1259","lamp","The lamps LIT UP THE SMALL ROOM. ",3094,"inanimate","plural","definite","past","simple",5,"no","no","non.generic"
