animacy,feedback,sentence,WorkerId,number,tense.aspect.modal,sentence.length,aspect,tense.modal,be.have,subject,rt,response.factor,definiteness,type,tense.aspect,sentence_id,question_number,tense,X,response,language,SubmitTime,modal
animate,"""""",The dolphins are always a popular attraction.,YOALYM8BGN6VR0W45ADZ4H6NM6X78X,plural,present.simple,5,simple,present,yes,dolphin,4739,Non-generic,definite,target,present.simple,1475,30,present,NA,2,"""English""",Tue May 19 09:43:45 PDT 2015,no
animate,"""It was different and fun.""",The rabbit was hopping across the field.,5DC4V5N7XEFIMGEI9WEUH7IYJC8M72,singular,past.progressive,5,progressive,past,no,rabbit,5583,Non-generic,definite,target,past.progressive,1476,10,past,NA,2,"""English""",Tue May 19 09:45:07 PDT 2015,no
inanimate,"""""",The boats were leaving the dock.,ZGE9OMO1GF9H1NQ88LX4LCBCT0C3PA,plural,past.progressive,4,progressive,past,no,boat,2871,Non-generic,definite,target,past.progressive,1477,40,past,NA,2,"""English""",Tue May 19 09:46:53 PDT 2015,no
animate,"""""",A pig will be roasted at the BBQ.,6TTWVJMLLGA27I0UAIOLSIQ3J60UGW,singular,modal,6,simple,modal,no,pig,2078,Non-generic,indefinite,target,future.simple,1478,20,future,NA,2,"""English""",Tue May 19 09:44:54 PDT 2015,yes
animate,"""""",A dog was running down the sidewalk.,1UWPUHVVMNJIMSVQ5ZYIC6DIY4IUFK,singular,past.progressive,5,progressive,past,no,dog,2515,Non-generic,indefinite,target,past.progressive,1479,32,past,NA,2,"""English""",Tue May 19 09:51:24 PDT 2015,no
animate,"""""",The pigeon was on top of the building.,6ZV8DYICLU29OL0H8YUXFD956GUR5E,singular,past.simple,6,simple,past,yes,pigeon,6547,Non-generic,definite,target,past.simple,1480,48,past,NA,2,"""english""",Tue May 19 09:47:14 PDT 2015,no
inanimate,"""""",The footballs were being thrown to the crowd.,AOES012ZFM79HRH87KPYK7G10QCFPA,plural,past.progressive,6,progressive,past,no,football,4252,Non-generic,definite,target,past.progressive,1481,54,past,NA,2,"""english""",Tue May 19 09:47:14 PDT 2015,no
inanimate,"""""",Lamps are on the end tables.,8W3JF38AKEJXCMC51ZI50GH1E7TV6A,plural,present.simple,5,simple,present,yes,lamp,5575,Generic,indefinite,target,present.simple,1482,49,present,NA,1,"""English""",Tue May 19 09:50:32 PDT 2015,no
inanimate,"""none""",Towels are on sale at the store.,UJV163DO4XXGQVYOE1GAZ3C7YUZ495,plural,present.simple,6,simple,present,yes,towel,5694,Non-generic,indefinite,target,present.simple,1483,42,present,NA,2,"""english""",Tue May 19 09:46:51 PDT 2015,no
inanimate,"""""",The zippers were always getting stuck.,7YG8Z8YBD5YASL0UJVKGFLL6AGCC05,plural,past.progressive,4,progressive,past,no,zipper,4152,Non-generic,definite,target,past.progressive,1484,46,past,NA,2,"""English""",Wed May 20 10:31:08 PDT 2015,no
animate,"""""",The shark was swimming close to the shore.,3K15UBLBN0N11M8UO6KNTIC8W79UM6,singular,past.progressive,6,progressive,past,no,shark,2212,Non-generic,definite,target,past.progressive,1485,33,past,NA,2,"""English""",Wed May 20 13:19:16 PDT 2015,no
inanimate,"""""",A trumpet is a necessary part of a brass band.,I0FE04CATCG5H39OWOWIAH7DSFL5PQ,singular,present.simple,8,simple,present,yes,trumpet,4901,Generic,indefinite,target,present.simple,1486,48,present,NA,1,"""English""",Tue May 19 09:55:53 PDT 2015,no
animate,"""""",A skunk was out in the woods.,UVZ1YIZD943X85Z2PTSFQUWENN09IX,singular,past.simple,5,simple,past,yes,skunk,3311,Non-generic,indefinite,target,past.simple,1487,40,past,NA,2,"""English""",Tue May 19 09:47:07 PDT 2015,no
inanimate,"""""",Guitars are very hard to play.,CM1VV1Q2TXVH7TD1ZZ00X7IXCDQXLE,plural,present.simple,5,simple,present,yes,guitar,3598,Generic,indefinite,target,present.simple,1488,46,present,NA,1,"""English""",Tue May 19 09:48:09 PDT 2015,no
animate,"""""",Foxes have been seen around our neighborhood.,QEFKSML1SOFE34NJE1KMMDCO2YNIX1,plural,present.perfect,6,perfect,present,no,fox,2649,Non-generic,indefinite,target,present.perfect,1489,47,present,NA,2,"""English""",Tue May 19 09:46:38 PDT 2015,no
inanimate,"""Interesting vocabulary and sentence meaning survey, I enjoyed taking it, thanks!""",The piano was in the corner.,DBC1XXUITWXNEWY0XEA0BN82MUJSK5,singular,past.simple,4,simple,past,yes,piano,3272,Non-generic,definite,target,past.simple,1490,33,past,NA,2,"""English""",Tue May 19 09:47:31 PDT 2015,no
animate,"""""",The butterflies are beautiful at this time of year.,5854F787D778I7RFR9F8UE8NA9G63G,plural,present.simple,7,simple,present,yes,butterfly,7461,Generic,definite,target,present.simple,1491,9,present,NA,1,"""English""",Tue May 19 09:46:03 PDT 2015,no
animate,"""Interesting vocabulary and sentence meaning survey, I enjoyed taking it, thanks!""",The penguins looked cute in the movie.,UN8MI0I57TZ2SLVBEIZNKKJT4EVHFD,plural,past.simple,5,simple,past,no,penguin,2498,Non-generic,definite,target,past.simple,1493,14,past,NA,2,"""English""",Tue May 19 09:47:31 PDT 2015,no
animate,"""""",Kangaroos are located in Australia.,8R1PMPULKEN0JQ8D4B1X1ZN67NZJRX,plural,present.simple,4,simple,present,yes,kangaroo,4864,Generic,indefinite,target,present.simple,1494,19,present,NA,1,"""english""",Wed May 20 10:51:38 PDT 2015,no
animate,"""THANKS""",Cheetahs are very fast animals.,Z4D4ALA4V2KJ7SGL6YT27IBLBA2NQ9,plural,present.simple,4,simple,present,yes,cheetah,1967,Generic,indefinite,target,present.simple,1495,45,present,NA,1,"""ENGLISH""",Tue May 19 09:45:02 PDT 2015,no
animate,"""I liked the fox question.""",A cat was outside of our house.,GYGUORVCK2I454ZFT9J1K90JW3FIVD,singular,past.simple,5,simple,past,yes,cat,2281,Non-generic,indefinite,target,past.simple,1496,14,past,NA,2,"""English""",Tue May 19 09:49:38 PDT 2015,no
animate,"""""",The cows were in the field.,2EF20ZIPNYED2IE6GBQB0HZ3IHMBE2,plural,past.simple,4,simple,past,yes,cow,2347,Non-generic,definite,target,past.simple,1497,43,past,NA,2,"""English""",Tue May 19 09:51:00 PDT 2015,no
inanimate,"""""",The television is on but nobody is watching.,E9A4W5NQUGUIMUXBQYGKU3WXQHYU53,singular,present.simple,6,simple,present,yes,television,4745,Non-generic,definite,target,present.simple,1498,27,present,NA,2,"""english""",Tue May 19 09:46:43 PDT 2015,no
inanimate,"""""",The television is on but nobody is watching.,5FK8461QWXD760AT4KX4IVZI42AKX2,singular,present.simple,6,simple,present,yes,television,2211,Non-generic,definite,target,present.simple,1498,9,present,NA,2,"""english""",Tue May 19 10:24:36 PDT 2015,no
inanimate,"""""",Fences are around each pool in the neighborhood.,SW459FUI4EP4H40QPPDWLE9I7EYNO7,plural,present.simple,7,simple,present,yes,fence,3343,Non-generic,indefinite,target,present.simple,1500,41,present,NA,2,"""English""",Tue May 19 09:48:04 PDT 2015,no
inanimate,"""Neat survey.""",Computers are used for many different things.,YDKBNNGFQ5RFWJFI8XET4658ZX9SKQ,plural,present.simple,6,simple,present,no,computer,2577,Generic,indefinite,target,present.simple,1501,39,present,NA,1,"""English""",Tue May 19 09:46:46 PDT 2015,no
animate,"""Thank you""",The turtle was slowly crossing the road.,QMTJ43177IBKOC4QMZQKKQ42O2KVFD,singular,past.progressive,5,progressive,past,no,turtle,4054,Non-generic,definite,target,past.progressive,1502,23,past,NA,2,"""English""",Tue May 19 09:44:55 PDT 2015,no
inanimate,"""It was different and fun.""",The couches were not exactly what I was looking for.,84D8RNYXYANM5FRJI09A98YLD3RJZP,plural,past.simple,8,simple,past,yes,couch,5038,Non-generic,definite,target,past.simple,1503,19,past,NA,2,"""English""",Tue May 19 09:45:07 PDT 2015,no
inanimate,"""""",A toilet is needed in this building.,6RHTOLG80WSXHSCPHWE4ON4D11XW88,singular,present.simple,5,simple,present,no,toilet,4853,Generic,indefinite,target,present.simple,1504,13,present,NA,1,"""English""",Tue May 19 09:49:15 PDT 2015,no
animate,"""""",Pandas are now in our local zoo.,380YGKSOH97QB1CC9BGMHPO3A9XE9E,plural,present.simple,6,simple,present,yes,panda,3856,Non-generic,indefinite,target,present.simple,1505,52,present,NA,2,"""english""",Wed May 20 10:51:38 PDT 2015,no
inanimate,"""""",A bed is needed for the homeless shelter.,YSSOUHBTNKXOWR2OC1QZ5ZOXGC8G9B,singular,present.simple,6,simple,present,no,bed,4969,Generic,indefinite,target,present.simple,1506,46,present,NA,1,"""English""",Tue May 19 09:46:41 PDT 2015,no
animate,"""""",Squirrels keep getting in the bird feeders.,O0XVAIK6KIEM9PU0R5VL2XXE05XGSP,plural,present.simple,6,simple,present,no,squirrel,2527,Non-generic,indefinite,target,present.simple,1507,53,present,NA,2,"""english""",Tue May 19 09:44:29 PDT 2015,no
inanimate,"""thank you""",The kites are flying on the beach.,IR56TFAO068O9P3JBFLCOVQG71RKJ2,plural,present.progressive,5,progressive,present,no,kite,5638,Non-generic,definite,target,present.progressive,1508,14,present,NA,2,"""english""",Tue May 19 09:47:56 PDT 2015,no
inanimate,"""It was different and fun.""",A bicycle is fun to ride along the beach.,V8EFJLQAMQL5T6TMV7J1VK8CW0LX2U,singular,present.simple,7,simple,present,yes,bicycle,4878,Generic,indefinite,target,present.simple,1509,33,present,NA,1,"""English""",Tue May 19 09:45:07 PDT 2015,no
inanimate,"""""",The car is still in the driveway.,ZCIG1GNQC7W75X8GK262MLAW2I6EQF,singular,present.simple,5,simple,present,yes,car,3051,Non-generic,definite,target,present.simple,1510,49,present,NA,2,"""English""",Tue May 19 09:44:49 PDT 2015,no
inanimate,"""""",The shirt looked very good on him.,NDKWNMZ5QIZIQS8DRXS5SNYVQK08O8,singular,past.simple,5,simple,past,no,shirt,2433,Non-generic,definite,target,past.simple,1511,13,past,NA,2,"""English""",Tue May 19 09:45:23 PDT 2015,no
inanimate,"""""",A marble was found on the floor.,TB6MUAIZ1LVSXOOSLV1T28ANYO9W0X,singular,past.simple,5,simple,past,no,marble,1981,Non-generic,indefinite,target,past.simple,1512,53,past,NA,2,"""English""",Tue May 19 09:44:56 PDT 2015,no
animate,"""""",The peacocks are beautiful animals.,4JCO0Z9PK5M1GLQY6KPHB0UYBQSU96,plural,present.simple,3,simple,present,yes,peacock,9668,Non-generic,definite,target,present.simple,1513,16,present,NA,2,"""English""",Tue May 19 09:53:33 PDT 2015,no
inanimate,"""Thank you""",The knife was found at the scene.,RKDEIZLVJ4A9S3622YAN7F7PUE82E0,singular,past.simple,5,simple,past,no,knife,2010,Non-generic,definite,target,past.simple,1514,25,past,NA,2,"""English""",Tue May 19 09:44:55 PDT 2015,no
animate,"""""",A bear was spotted on the hiking trail.,4ZWNZHI8ABMIO1SZNMSTPVISWHLKYT,singular,past.simple,6,simple,past,no,bear,3077,Non-generic,indefinite,target,past.simple,1515,15,past,NA,2,"""English""",Tue May 19 09:48:23 PDT 2015,no
inanimate,"""""",The light bulbs keep flickering on and off.,R92D0N0PFEZ681L0IFYOWCFA5069XM,plural,present.simple,5,simple,present,no,light bulb,4834,Non-generic,definite,target,present.simple,1516,37,present,NA,2,"""English""",Tue May 19 09:51:24 PDT 2015,no
inanimate,"""It was different and fun.""",The clock was hanging on the wall.,2GEYTVJT2T5965ZPTN72XOSLLBLLPL,singular,past.progressive,5,progressive,past,no,clock,4886,Non-generic,definite,target,past.progressive,1517,14,past,NA,2,"""English""",Tue May 19 09:45:07 PDT 2015,no
inanimate,"""""",A tire was flat and I could not leave.,YVR0XNAK8GUKAQ5VIESKP8V5VR5QNT,singular,past.simple,7,simple,past,yes,tire,5154,Non-generic,indefinite,target,past.simple,1518,6,past,NA,2,"""English""",Tue May 19 09:48:26 PDT 2015,no
animate,"""""",The camels look like they would be fun to ride.,INHX1E0ANCQGXW4CIHA49Q3MG5EHC1,plural,present.simple,8,simple,present,no,camel,6007,Generic,definite,target,present.simple,1519,43,present,NA,1,"""English""",Tue May 19 09:51:24 PDT 2015,no
animate,"""""",Lions are very ferocious animals.,19W18XYRX3WA3TLCAZG50UHV3Y7R57,plural,present.simple,4,simple,present,yes,lion,3147,Generic,indefinite,target,present.simple,1520,19,present,NA,1,"""English""",Tue May 19 09:45:01 PDT 2015,no
animate,"""Thanks!""",A camel doesnt need as much water as other animals.,4RNYZHSTHHZGYGRPI82DGO2B0DP012,singular,present.simple,8,simple,present,no,camel,3878,Generic,indefinite,target,present.simple,1521,54,present,NA,1,"""English""",Tue May 19 09:43:51 PDT 2015,no
inanimate,,Towels should be white to keep laundry easy.,WMOYAJS33ARVBRCECV8JFS13EZ44KS,plural,modal,7,simple,modal,yes,towel,5648,Non-generic,indefinite,target,present.simple,1522,27,present,NA,2,,Tue May 19 09:58:50 PDT 2015,yes
inanimate,"""""",Trumpets are noisey instruments.,VKK7QV7Q658F3DYXJ3C8BMUVY8G4FG,plural,present.simple,3,simple,present,yes,trumpet,4728,Generic,indefinite,target,present.simple,1523,25,present,NA,1,"""english""",Tue May 19 09:46:40 PDT 2015,no
inanimate,"""""",Knives should be kept away from children.,JI3O0JMOJ8UVC35GCR7FA7OJPK67OO,plural,modal,6,simple,modal,no,knife,3453,Generic,indefinite,target,present.simple,1524,34,present,NA,1,"""English""",Tue May 19 09:45:18 PDT 2015,yes
animate,"""""",The dogs need to find homes this weekend.,Z35EZSRGE94W99ZVZSI2UGE056GAPA,plural,present.simple,6,simple,present,no,dog,2731,Non-generic,definite,target,present.simple,1525,35,present,NA,2,"""English""",Tue May 19 09:51:41 PDT 2015,no
inanimate,"""""",The lamp is too dull for that room.,2HTAIFG710UMDW9T4HLSW1KMVBIATV,singular,present.simple,6,simple,present,yes,lamp,3182,Non-generic,definite,target,present.simple,1526,14,present,NA,2,"""ENGLISH""",Tue May 19 09:47:04 PDT 2015,no
inanimate,"""none""",A couch can be put in the basement when needed.,2JMWZL63355C9ON3WJ18DV3TDX72B2,singular,modal,8,simple,modal,no,couch,2335,Generic,indefinite,target,present.simple,1527,20,present,NA,1,"""english""",Tue May 19 09:46:51 PDT 2015,yes
animate,"""none""",A peacock is a big beautiful bird.,3E65KVM8TSOMPC2FYYQ6V7T2W1TU1U,singular,present.simple,5,simple,present,yes,peacock,2014,Generic,indefinite,target,present.simple,1528,11,present,NA,1,"""english""",Tue May 19 09:46:51 PDT 2015,no
inanimate,"""""",The tires need to be realliagned.,FR40VMMS13A9JF5NC8JVH5CXOKW25W,plural,present.simple,4,simple,present,no,tire,4180,Non-generic,definite,target,present.simple,1529,26,present,NA,2,"""English""",Tue May 19 09:45:18 PDT 2015,no
animate,"""""",Foxes are the smartest animal near the lake.,JA9D4E384WWNF7HPVR0NROX5IUXO9R,plural,present.simple,7,simple,present,yes,fox,9074,Generic,indefinite,target,present.simple,1530,9,present,NA,1,"""English""",Tue May 19 10:00:55 PDT 2015,no
inanimate,"""""",The shirts are located in the back of the store.,BTV59NXCTS7MGN973T25CRKFJCST2Q,plural,present.simple,8,simple,present,yes,shirt,1662,Non-generic,definite,target,present.simple,1531,22,present,NA,2,"""English""",Tue May 19 09:46:33 PDT 2015,no
inanimate,"""""",The piano is being fixed at the store.,E8CSBU89GGYSKYBP7YSW204ZM7EFVO,singular,present.progressive,6,progressive,present,no,piano,2749,Non-generic,definite,target,present.progressive,1532,15,present,NA,2,"""English""",Tue May 19 09:57:18 PDT 2015,no
animate,"""""",The squirrels are gathering nuts for the winter.,5LGQCYGCVKU0G6UDTWDSF9OI8FJ2HN,plural,present.progressive,6,progressive,present,no,squirrel,6216,Generic,definite,target,present.progressive,1533,43,present,NA,1,"""english""",Tue May 19 09:53:45 PDT 2015,no
inanimate,"""""",Boats are great to have in Florida.,SKTZ2YUQT9OUSQAG4CB2OIBNYZ4H7F,plural,present.simple,6,simple,present,yes,boat,6108,Generic,indefinite,target,present.simple,1534,33,present,NA,1,"""english""",Tue May 19 09:50:53 PDT 2015,no
animate,"""""",The pigeon is waiting for crumbs to hit the floor.,9ZP9XETEL5LFZIFOKHTGIWW69B3ZXY,singular,present.progressive,8,progressive,present,no,pigeon,8361,Non-generic,definite,target,present.progressive,1535,42,present,NA,2,"""English""",Tue May 19 09:50:32 PDT 2015,no
animate,"""""",The cheetah is fast and beautiful.,1WIOV730NINFA7PR6RCRY2TK5WTKQH,singular,present.simple,4,simple,present,yes,cheetah,2820,Non-generic,definite,target,present.simple,1536,36,present,NA,2,"""english""",Tue May 19 10:24:36 PDT 2015,no
animate,"""""",A mouse lives in my house.,L4B10XUBB56PZEBC041GBK0SJ0ZFVI,singular,present.simple,4,simple,present,yes,mouse,13732,Generic,indefinite,example,present.simple,1536,1,present,NA,1,"""english""",Tue May 19 09:46:43 PDT 2015,no
animate,"""""",The zebra is not extinct.,P35CCDZ2PTU24CR3END61P4ZH6PXHW,singular,present.simple,3,simple,present,yes,zebra,5639,Generic,definite,example,present.simple,1536,3,present,NA,1,"""english""",Tue May 19 09:46:43 PDT 2015,no
inanimate,"""""",Swords are weapons.,VXDWHK8LL4BU4249QW5I1AREL9RMJ9,plural,present.simple,2,simple,present,yes,sword,9859,Generic,indefinite,example,present.simple,1536,2,present,NA,1,"""english""",Tue May 19 09:46:43 PDT 2015,no
animate,"""""",The cheetah is fast and beautiful.,2GYCOZHIHHKQHFQ3F64OIK60IJ6U0P,singular,present.simple,4,simple,present,yes,cheetah,4747,Non-generic,definite,target,present.simple,1536,5,present,NA,2,"""english""",Tue May 19 09:46:43 PDT 2015,no
animate,"""""",An owl is a good way to prevent mice.,L85UQGM95T2YBX3V7WRUEBWXBOPTK2,singular,present.simple,7,simple,present,yes,owl,5825,Generic,indefinite,target,present.simple,1537,38,present,NA,1,"""english""",Tue May 19 09:46:40 PDT 2015,no
inanimate,"""""",The buses were blocking traffic.,9VB2CSY4UAMCY5LY9NE186ANFKM0EP,plural,present.simple,3,simple,present,no,bus,4825,Non-generic,definite,example,present.simple,1538,2,present,NA,2,"""English""",Tue May 19 09:42:42 PDT 2015,no
animate,"""""",The zebra is not extinct.,ECZSRP2V0DMZKR6511MOEPM7EJTSLN,singular,present.simple,3,simple,present,no,zebra,3741,Generic,definite,example,present.simple,1538,3,present,NA,1,"""English""",Tue May 19 09:42:42 PDT 2015,no
animate,"""""",A mouse lives in my house.,SP6CZ1ZE2LEEDX1ZUXUVPRSJDMVIJ3,singular,present.simple,4,simple,present,no,mouse,6247,Non-generic,indefinite,example,present.simple,1538,1,present,NA,2,"""English""",Tue May 19 09:42:42 PDT 2015,no
animate,"""""",Penguins always look like they are dressed up.,AFE9G3I59FIRJKNJRH08CZ6UB684LU,plural,present.simple,7,simple,present,no,penguin,3001,Generic,indefinite,target,present.simple,1538,5,present,NA,1,"""English""",Tue May 19 09:42:42 PDT 2015,no
animate,"""""",A dolphin is a very human friendly animal.,5JEYZCFLD0CUJ2092HOT63SEXK2S9A,singular,present.simple,6,simple,present,yes,dolphin,3602,Generic,indefinite,target,present.simple,1539,36,present,NA,1,"""English""",Tue May 19 09:50:32 PDT 2015,no
inanimate,"""""",A marble is a fun toy to give at christmas.,ZF9CNWFNDOO35NQRGJHTW4YICRPV10,singular,present.simple,8,simple,present,yes,marble,4048,Generic,indefinite,target,present.simple,1540,27,present,NA,1,"""English""",Wed May 20 10:25:09 PDT 2015,no
animate,"""""",The butterflies are migrating down to Bermuda now.,YXF7W3R7GS3A476L9VUO3IZHTW180X,plural,present.progressive,6,progressive,present,no,butterfly,4880,Generic,definite,target,present.progressive,1541,42,present,NA,1,"""English""",Tue May 19 09:46:41 PDT 2015,no
inanimate,"""""",The clock is stuck at 3 pm.,KFO4KYSOQV3EJGO32BYAKX2WDSEUXE,singular,present.simple,5,simple,present,no,clock,1998,Non-generic,definite,target,present.simple,1542,48,present,NA,2,"""English""",Tue May 19 09:45:57 PDT 2015,no
